cstno,is_churned,age,sex,dependent_num,education,marital_stat,imcome_cat,card_type,mon_on_book,tot_product_count,months_inact_for_12m,contact_cnt_for_12m,credit_line,tot_revol_balance,mean_open_to_buy,tot_amt_ratio_q4_q1,tot_trans_amt_for_12m,tot_trans_cnt_for_12m,tot_cnt_ratio_q4_q1,mean_util_pct
708692583,1,44,F,2,High School,Single,Less than $40K,Blue,31,3,3,3,1506,168,1338,,2312,44,,0.112
708694983,0,55,F,1,Uneducated,Unknown,,Blue,36,1,2,1,3150,2222,928,0.794,14750,96,0.655,
708697983,0,56,M,0,High School,Unknown,,Blue,49,2,2,2,34516,2156,32360,,8766,,0.814,0.062
708699108,0,39,F,2,High School,Single,Less than $40K,Blue,36,4,3,3,1438.3,,583.3,0.662,4890,,0.893,0.594
708701358,0,39,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,3,2370,2031,339,,4000,79,0.975,0.857
708702258,1,40,,3,Uneducated,Single,,Blue,36,3,2,2,3698,478,3220,0.611,2051,31,0.632,
708703308,1,35,F,1,Unknown,Married,$40K - $60K,Blue,26,6,4,4,2045,1707,338,0.577,2183,39,0.696,
708704433,0,36,F,3,High School,Single,Unknown,Blue,23,6,3,4,2804,2090,714,,,,1.081,
708705783,1,47,M,3,Doctorate,Married,$60K - $80K,Blue,36,6,3,1,1584,1214,370,0.887,,41,0.64,0.766
708706833,1,39,F,3,Uneducated,Divorced,,Blue,36,4,3,3,2809,0,2809,,2466,40,0.538,0
708707808,0,57,M,2,Graduate,Unknown,$60K - $80K,Blue,45,4,1,2,2480,,896,0.874,3438,66,0.784,0.639
708710283,0,45,M,5,Doctorate,Married,$120K +,Silver,36,6,1,4,34516,2038,32478,,4067,,1.206,0.059
708711483,0,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871,1740,17131,1.727,1516,21,2,
708712833,0,45,F,5,Graduate,Married,Less than $40K,Blue,36,4,1,2,2289,1037,1252,0.504,,,0.5,
708720558,0,44,M,3,College,Married,$60K - $80K,Blue,30,5,2,0,4489,0,4489,0.693,,,,0
708721533,0,56,F,1,Graduate,Married,,Blue,36,2,1,2,5158,1148,4010,,,,0.882,0.223
708723858,0,48,F,4,Graduate,Single,Less than $40K,Blue,37,1,1,3,3413,1715,1698,,3843,67,0.634,
708724908,0,47,,2,High School,Single,Less than $40K,Blue,35,4,2,3,2262,0,2262,0.806,,83,0.627,
708727983,0,62,M,0,Uneducated,Single,$60K - $80K,Blue,36,6,1,3,3933,0,3933,0.884,,,0.688,
708731658,1,53,F,0,High School,Married,Less than $40K,Blue,41,3,3,4,1438.3,0,1438.3,0.387,1587,42,,0
708733983,1,50,F,1,Doctorate,Single,$40K - $60K,Blue,36,6,3,2,5349,2391,2958,0.671,,,0.394,0.447
708735183,0,35,F,2,High School,Married,Less than $40K,Blue,22,4,3,3,2544,,696,,2289,49,0.441,
708740808,0,45,M,4,Graduate,Married,$40K - $60K,Blue,36,5,3,4,4112,,4112,0.777,2949,54,1.25,0
708741633,0,52,M,4,High School,Married,$60K - $80K,Blue,44,6,3,4,4153,0,4153,0.434,,,,0
708744933,0,35,M,2,High School,Married,$60K - $80K,Blue,36,4,2,4,19127,1880,17247,,,33,0.571,
708747708,0,43,M,3,Graduate,Married,,Blue,33,4,1,2,3498,,3498,1.109,2512,56,0.867,
708748833,0,37,F,3,Graduate,Single,$40K - $60K,Blue,25,2,2,3,9875,,8636,0.939,8920,105,0.694,0.125
708753633,0,45,F,3,Doctorate,Married,$40K - $60K,Blue,32,2,1,1,1438.3,,1438.3,0.712,4462,77,,
708754833,0,48,F,3,Uneducated,Single,,Blue,40,3,4,4,2827,1182,1645,,4583,72,,0.418
708757233,0,44,F,2,High School,Married,Less than $40K,Blue,32,4,2,3,2485,1489,996,0.779,3697,77,0.833,
708759408,0,48,F,3,Uneducated,Single,$40K - $60K,Blue,39,6,3,2,4207,0,4207,0.923,15124,108,0.714,
708760458,0,47,M,1,High School,Single,$80K - $120K,Blue,36,4,3,4,17655,0,17655,0.583,3692,,0.549,
708761733,0,52,F,3,High School,Married,Unknown,Blue,36,2,2,2,8279,,6697,,4419,63,0.658,0.191
708765933,0,46,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,3,2,2,5464,887,4577,,4866,81,0.62,0.162
708770883,0,43,,2,Uneducated,Married,$80K - $120K,Blue,24,2,2,2,16667,,15204,,15301,,0.797,
708772308,0,41,M,3,Uneducated,Married,$80K - $120K,Blue,24,4,3,3,4119,1656,2463,0.561,1455,,,
708774708,0,47,F,4,Graduate,Unknown,,Blue,29,6,1,3,2636,1589,1047,0.864,3858,70,0.522,
708780783,0,43,F,3,Graduate,Single,$40K - $60K,Blue,33,4,3,3,2434,1169,1265,0.689,4739,,0.81,0.48
708784908,0,47,F,3,Graduate,Unknown,Unknown,Blue,34,5,1,4,18064,,16025,,,88,,0.113
708793008,1,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,35,5,3,3,9949,,9949,,2207,,0.481,0
708797583,1,49,F,4,Unknown,Single,Unknown,Blue,31,6,3,3,2672,0,2672,,2576,39,0.5,0
708798483,1,37,F,3,Unknown,Single,Unknown,Blue,24,2,3,2,2054,0,2054,0.87,2567,43,0.593,
708799983,1,40,M,1,Post-Graduate,Married,,Blue,36,6,3,4,18386,890,17496,0.361,1698,43,0.483,0.048
708801108,1,57,F,3,Uneducated,Single,Less than $40K,Blue,51,3,0,3,1438.3,0,1438.3,0.429,2113,,0.267,0
708804633,1,44,F,2,Doctorate,Divorced,,Blue,36,1,2,2,1916,0,1916,,2888,39,0.444,0
708809283,1,41,F,4,Graduate,Divorced,,Blue,33,1,3,1,10360,2517,7843,0.632,2414,,0.273,0.243
708811233,0,37,M,2,Graduate,Married,$80K - $120K,Blue,27,4,2,1,12702,2008,10694,0.51,1992,40,,0.158
708812133,0,49,F,3,Graduate,Married,Unknown,Blue,39,5,3,0,2270,1647,623,0.759,4110,75,,
708813033,0,47,M,1,Graduate,Single,,Blue,36,5,3,0,6509,2033,4476,0.83,1409,37,0.37,0.312
708816408,0,41,M,4,Uneducated,Single,,Blue,32,4,6,3,21756,0,21756,0.817,3063,71,0.511,
708817608,0,41,F,3,High School,Married,Unknown,Blue,24,3,1,1,3427,1419,2008,,,74,0.805,
708820308,0,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,6,2,2,13399,2505,10894,0.627,1326,31,0.824,0.187
708822783,0,53,F,2,High School,Single,Less than $40K,Blue,36,4,3,1,2973,2517,456,0.588,4862,77,0.453,
708823908,0,41,M,3,Graduate,Single,$60K - $80K,Blue,28,4,1,3,16443,1363,15080,,4252,,,0.083
708824958,0,50,F,4,High School,Single,Less than $40K,Blue,42,2,1,2,1460,0,1460,0.682,4265,63,0.615,0
708826158,0,45,F,4,Uneducated,Divorced,$40K - $60K,Blue,27,2,2,1,3670,1684,1986,0.675,,,0.515,
708829758,0,41,M,2,High School,Married,$60K - $80K,Blue,36,4,3,2,6062,761,5301,0.307,3877,,0.375,
708831858,1,43,F,3,Uneducated,Married,Less than $40K,Blue,30,1,3,4,4579,,3073,,1915,44,0.375,0.329
708833133,0,40,F,3,Graduate,Divorced,Less than $40K,Blue,29,5,2,2,3170,2517,653,1.301,2027,49,0.815,0.794
708834483,1,46,M,2,Doctorate,Married,$80K - $120K,Blue,29,1,2,5,17667,0,17667,0.569,1775,42,0.556,0
708837858,0,44,F,4,Doctorate,Unknown,,Blue,34,5,2,2,2718,1718,1000,0.679,4423,68,0.619,0.632
708838908,0,49,F,3,Unknown,Single,$40K - $60K,Blue,42,4,3,4,5129,1654,3475,,3192,61,0.848,0.322
708841233,1,41,,2,College,Married,$80K - $120K,Blue,33,2,3,3,14682,2517,12165,1.041,8193,72,0.846,
708846183,0,48,M,4,College,Single,$60K - $80K,Blue,30,4,2,2,3307,2234,1073,0.818,4006,,0.838,0.676
708848208,0,52,,3,Uneducated,Single,$80K - $120K,Blue,40,6,3,2,34516,1757,32759,,4223,81,0.653,0.051
708849858,0,44,M,3,Doctorate,Single,$120K +,Blue,35,4,1,5,14028,1435,12593,,3683,,,0.102
708856983,1,36,,3,Post-Graduate,Married,$120K +,Blue,27,2,1,2,13873,0,13873,,694,18,0.286,0
708859158,0,47,F,4,Graduate,Single,$40K - $60K,Blue,37,4,1,1,1438.3,,735.3,0.865,4341,80,0.951,0.489
708860358,0,38,M,3,High School,Married,$80K - $120K,Blue,22,4,2,3,6361,,5667,,1499,,0.938,0.109
708862233,0,44,F,4,Graduate,Married,$40K - $60K,Blue,30,3,3,3,4068,0,4068,1.121,5161,83,0.766,
708864708,0,46,,3,College,Unknown,$80K - $120K,Blue,36,4,2,2,24869,1729,23140,,1409,,0.5,0.07
708866133,0,43,,3,Graduate,Married,,Blue,32,2,1,2,4196,1331,2865,,,116,0.841,0.317
708867408,1,52,M,2,High School,Married,$60K - $80K,Blue,40,3,4,2,23128,1958,21170,,2050,35,,0.085
708868233,1,68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900,538.3,0.743,760,21,0.615,
708869283,0,50,M,4,High School,Married,,Blue,41,6,3,3,23209,,21901,,3530,71,,0.056
708870408,0,53,M,4,Unknown,Single,Less than $40K,Blue,43,6,3,1,3844,2079,1765,0.755,,56,0.806,0.541
708871158,0,60,,1,Graduate,Single,$60K - $80K,Silver,42,4,3,4,28701,0,28701,1.165,3516,57,0.727,0
708873183,0,47,M,2,Post-Graduate,Single,$60K - $80K,Blue,39,1,3,2,17575,,16957,0.917,15473,,,0.035
708874533,1,45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,3387,0,3387,0.789,510,24,,0
708876183,0,51,M,1,High School,Single,$60K - $80K,Silver,43,2,3,2,28673,0,28673,0.537,3722,,,
708877458,0,50,F,3,Uneducated,Married,Unknown,Blue,34,2,3,3,11343,0,11343,,,,0.679,0
708878508,0,45,F,3,High School,Married,Less than $40K,Blue,37,4,1,3,2104,1267,837,0.677,,35,1.059,0.602
708879483,0,48,F,1,College,Divorced,Less than $40K,Blue,36,6,3,0,4006,1646,2360,,5006,,0.534,
708880683,0,49,M,5,College,Married,,Blue,40,4,3,4,3970,,3078,0.772,13697,102,0.759,0.225
708881583,0,50,M,2,Uneducated,Married,$40K - $60K,Blue,43,1,3,1,12458,1332,11126,0.68,,,0.863,0.107
708884658,0,48,F,2,Graduate,Married,Less than $40K,Blue,31,5,1,1,2315,,750,0.873,4828,90,0.8,
708885558,1,56,F,1,High School,Single,Less than $40K,Blue,48,1,5,2,3556,0,3556,0.596,2220,45,0.731,0
708886533,0,50,M,1,Graduate,Single,$120K +,Blue,41,4,1,3,13032,,11331,0.904,4348,77,0.878,
708888633,1,52,M,3,Doctorate,Married,$80K - $120K,Blue,36,2,3,3,3022,,2127,0.95,2724,,0.9,0.296
708890133,0,46,F,4,College,Married,Unknown,Blue,35,2,2,2,1438.3,0,1438.3,,,74,,
708890958,0,55,M,3,Graduate,Single,,Blue,42,3,3,2,31636,2517,29119,0.718,4231,68,1.061,
708892833,1,37,M,2,Graduate,Married,$120K +,Blue,30,2,4,4,13662,0,13662,0.153,,22,,0
708894183,0,53,M,3,College,Single,$120K +,Silver,44,4,4,2,34516,1073,33443,0.558,4485,86,0.755,0.031
708897408,0,46,M,3,College,Single,$60K - $80K,Blue,36,4,2,3,1621,787,834,,4719,73,,0.486
708899283,0,40,F,3,Uneducated,Single,Unknown,Blue,28,3,3,3,2690,,755,0.593,,81,0.653,
708900408,0,52,F,1,Graduate,Divorced,Unknown,Blue,35,3,2,4,13169,1499,11670,0.603,4370,83,0.537,0.114
708902883,0,55,M,2,Graduate,Single,$120K +,Blue,36,5,2,2,12856,0,12856,,3364,61,0.564,
708905733,0,45,M,5,Uneducated,Single,$60K - $80K,Blue,32,1,2,1,20633,1989,18644,0.67,7570,91,0.655,0.096
708908883,0,37,F,2,Graduate,Divorced,,Silver,32,1,3,2,12033,1025,11008,0.684,12603,106,0.893,0.085
708911508,0,50,F,2,Unknown,Married,Less than $40K,Blue,39,3,3,2,2046,,2046,0.936,3446,,0.578,
708916083,1,49,,0,Doctorate,Unknown,Less than $40K,Blue,37,5,2,3,1749,,1749,1.006,2510,,,
708917133,0,48,M,3,High School,Single,,Blue,35,3,3,4,11851,0,11851,0.43,4498,,,0
708918558,1,37,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,2,1959,662,1297,0.888,3046,52,0.793,0.338
708923658,0,41,F,3,Unknown,Unknown,Less than $40K,Blue,28,3,2,2,7234,1420,5814,0.539,4466,,0.736,0.196
708924783,0,43,M,3,Graduate,Divorced,,Blue,36,4,1,0,5506,,3377,0.705,4024,,0.55,
708927108,1,53,M,2,Graduate,Married,$120K +,Blue,36,1,3,2,12778,507,12271,0.967,1133,,0.4,0.04
708928908,0,39,F,1,Graduate,Single,Less than $40K,Blue,23,4,3,3,2533,0,2533,0.998,5128,74,,0
708931908,0,48,M,3,High School,Single,$40K - $60K,Blue,36,3,2,3,7400,636,6764,0.972,1568,,0.5,0.086
708937608,0,37,F,4,High School,Single,Less than $40K,Blue,18,4,1,2,2001,1366,635,0.86,4590,66,,0.683
708938508,0,63,M,1,High School,Married,$40K - $60K,Blue,36,5,3,2,4559,,2988,1.441,1870,35,0.842,
708942408,0,46,F,3,Uneducated,Single,,Blue,36,3,2,2,7020,1784,5236,0.815,16937,116,0.731,0.254
708944958,0,47,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,4,3569,1030,2539,,4612,75,0.923,
708946008,1,46,F,3,College,Married,Less than $40K,Blue,36,5,2,2,1438.3,1214,224.3,0.783,2445,,0.444,0.844
708947208,0,36,M,2,Graduate,Single,$80K - $120K,Blue,17,4,3,1,2900,2029,871,0.846,2631,72,,0.7
708948483,1,54,M,3,Graduate,Married,$80K - $120K,Silver,36,2,3,1,34516,,33755,0.838,8444,68,,0.022
708949908,1,50,M,1,Graduate,Divorced,$120K +,Blue,42,1,3,2,1656,0,1656,,2073,44,0.833,0
708952758,0,41,F,3,College,Married,Less than $40K,Blue,35,2,1,2,2066,,524,0.71,,,0.617,0.746
708953883,1,53,M,2,Unknown,Married,$80K - $120K,Blue,36,2,2,1,3212,,3212,0.713,757,20,0.25,0
708957183,0,48,M,0,Unknown,Divorced,$40K - $60K,Blue,36,3,1,0,2708,2517,191,0.568,2198,,0.864,
708959583,0,47,M,2,High School,Married,,Blue,39,1,2,2,9389,727,8662,0.533,3415,84,0.556,0.077
708960858,0,40,M,4,High School,Married,$80K - $120K,Blue,21,3,2,3,11502,2066,9436,0.889,4786,,1.125,0.18
708963258,1,46,M,3,College,Married,$60K - $80K,Blue,39,3,3,2,13344,1907,11437,0.832,8534,,0.83,
708964683,0,48,F,4,College,Unknown,Unknown,Blue,36,3,2,1,3310,,3310,0.748,14542,89,0.854,0
708968733,0,47,M,3,Uneducated,Married,,Blue,38,1,3,2,31987,,31987,0.814,,83,0.537,0
708969633,0,42,M,4,Uneducated,Unknown,$80K - $120K,Blue,36,6,5,1,2447,2195,252,0.717,4544,80,0.667,0.897
708971583,0,38,F,2,Uneducated,Single,Less than $40K,Blue,29,3,3,2,3590,1924,1666,0.573,1472,,0.762,0.536
708972783,1,48,F,4,College,Married,Less than $40K,Blue,37,3,2,3,1745,0,1745,0.657,2297,,0.63,
708974283,0,50,M,4,Graduate,Married,$60K - $80K,Blue,34,5,1,1,18142,,18142,0.857,15427,95,0.792,0
708976908,1,40,,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,8958,0,8958,0.483,2131,,0.387,0
708980283,0,34,M,3,High School,Married,$80K - $120K,Blue,23,5,1,4,4185,,1668,,2179,,0.774,0.601
708982158,0,48,F,2,Graduate,Single,Less than $40K,Blue,36,2,2,3,3352,,1230,0.701,14802,106,0.797,0.633
708983658,1,51,M,2,Uneducated,Single,$120K +,Blue,39,3,3,1,16868,0,16868,,940,,,
708989358,0,37,F,2,Unknown,Married,Less than $40K,Blue,18,3,3,1,2023,1587,436,,4391,,,0.784
708992733,0,50,F,0,High School,Married,,Blue,36,4,3,2,1513,0,1513,0.854,4759,,0.719,0
708995283,0,50,F,1,Graduate,Unknown,Unknown,Blue,36,1,1,3,10417,2290,8127,1.122,,,,0.22
708996708,0,55,M,1,Graduate,Single,$80K - $120K,Blue,46,3,1,1,21032,,19623,,15584,,0.81,
709000008,0,45,M,3,Unknown,Single,$80K - $120K,Blue,37,6,2,2,10651,672,9979,,2073,54,0.543,0.063
709005633,1,62,M,0,High School,Single,$60K - $80K,Blue,51,3,2,4,18734,0,18734,0.674,2112,52,0.857,0
709007883,0,37,M,2,Graduate,Married,,Blue,28,2,2,3,3079,1267,1812,0.65,14540,104,0.552,
709008708,0,47,M,3,College,Married,Less than $40K,Blue,34,2,1,2,8390,0,8390,0.8,8316,,0.704,0
709009833,0,54,M,3,Graduate,Married,,Blue,44,3,3,3,1655,,1655,0.766,4621,67,0.675,
709012083,0,39,M,1,Uneducated,Married,Less than $40K,Blue,28,3,3,4,4683,2514,2169,,2010,,0.731,0.537
709013208,0,40,M,2,Uneducated,Single,$80K - $120K,Blue,36,2,2,1,15594,1690,13904,0.69,16101,,0.608,0.108
709014558,0,49,M,2,Uneducated,Married,$60K - $80K,Blue,42,3,3,2,3783,0,3783,,,,0.783,0
709015833,0,42,M,2,Graduate,Single,$60K - $80K,Silver,36,3,3,2,34516,0,34516,0.774,12920,132,0.737,
709017258,1,51,F,2,Unknown,Married,Less than $40K,Blue,36,1,2,2,2114,0,2114,0.875,2872,45,0.5,0
709022883,0,44,F,4,College,Married,Less than $40K,Blue,36,6,3,2,1438.3,0,1438.3,,4257,89,,0
709025583,0,53,,3,High School,Married,$80K - $120K,Blue,36,3,3,3,9355,715,8640,0.422,,38,0.727,
709028208,0,44,F,2,Graduate,Married,Unknown,Blue,37,6,3,2,24221,1274,22947,0.452,3361,,0.853,
709029408,0,41,M,4,Graduate,Married,$60K - $80K,Blue,36,4,1,2,8923,,6406,1.726,1589,24,,
709035708,0,38,F,0,Unknown,Married,Less than $40K,Blue,36,4,2,3,1841,,595,0.759,,,0.522,0.677
709040508,0,57,M,4,Uneducated,Married,$120K +,Blue,38,6,6,2,19802,1961,17841,1.125,2244,58,0.706,0.099
709045683,0,42,F,3,Uneducated,Married,Unknown,Blue,30,3,2,1,3549,0,3549,0.584,,63,0.8,0
709046958,0,46,M,2,Unknown,Married,$60K - $80K,Silver,39,2,1,1,30379,2175,28204,0.67,,100,0.562,0.072
709051533,0,46,F,1,Graduate,Married,$40K - $60K,Blue,26,6,3,0,2933,,1364,0.648,4956,,0.673,0.535
709052883,0,47,F,4,High School,Single,,Blue,36,3,1,1,1596,0,1596,,5678,,0.8,0
709054083,0,50,F,1,Graduate,Unknown,Less than $40K,Blue,32,6,1,3,2652,1911,741,,,,0.881,0.721
709056558,0,43,F,3,College,Married,$40K - $60K,Blue,31,5,3,2,2800,2517,283,0.816,1994,,0.64,0.899
709058808,0,56,F,2,College,Married,Less than $40K,Blue,36,6,1,2,2781,1035,1746,,1707,42,1.211,
709061658,0,44,F,1,Graduate,Single,Less than $40K,Blue,31,2,2,3,1550,716,834,0.749,4534,,0.977,
709064208,1,43,F,2,Uneducated,Single,Less than $40K,Blue,32,4,3,6,1628,275,1353,0.69,2219,49,0.531,0.169
709065483,0,40,F,3,College,Divorced,,Blue,28,2,2,3,9243,2019,7224,0.707,7841,82,0.608,0.218
709066983,0,50,M,4,High School,Married,$120K +,Blue,41,2,2,2,34516,2353,32163,0.667,15214,,0.675,0.068
709068183,0,53,M,4,College,Single,$60K - $80K,Blue,42,3,3,3,3096,0,3096,0.684,4709,87,0.776,
709071408,0,56,F,5,Graduate,Single,$40K - $60K,Blue,37,4,2,1,2607,1702,905,0.802,4949,,0.762,0.653
709075533,1,41,M,5,Uneducated,Single,$80K - $120K,Blue,32,4,3,3,12094,0,12094,0.995,8607,,0.957,
709078908,0,48,F,3,High School,Single,,Blue,32,1,2,3,2648,1539,1109,0.94,4926,89,0.816,0.581
709079883,1,45,F,4,Doctorate,Married,Less than $40K,Blue,36,5,3,3,1663,1012,651,0.886,2729,38,0.52,0.609
709080783,0,56,F,1,Graduate,Single,,Blue,38,4,1,3,1737,,1737,0.953,4723,,,0
709081683,0,65,,1,High School,Single,Less than $40K,Blue,54,3,1,3,4599,1438,3161,0.832,4208,69,0.865,0.313
709082808,0,53,F,2,High School,Married,Less than $40K,Blue,36,2,3,2,2156,1198,958,0.507,5092,95,0.759,
709085358,0,36,M,1,Graduate,Single,$60K - $80K,Blue,36,3,3,4,2601,1817,784,0.663,2542,67,0.675,
709086933,0,40,F,3,College,Single,Less than $40K,Blue,22,4,2,4,3372,2517,855,,4209,,0.756,0.746
709087983,0,35,F,3,Doctorate,Single,Less than $40K,Blue,27,2,2,3,1438.3,,1438.3,0.62,5020,94,0.843,0
709096908,0,57,M,2,Graduate,Married,$120K +,Blue,49,6,3,1,4698,,3714,0.373,,35,,0.209
709100283,1,36,F,2,High School,Single,,Blue,26,3,2,2,5956,2517,3439,,2828,46,,0.423
709101258,1,41,F,2,High School,Divorced,,Blue,28,4,2,2,1478,524,954,,2180,,0.643,
709102458,1,47,M,2,High School,Single,$80K - $120K,Blue,36,4,3,5,4754,0,4754,0.618,2607,,0.367,0
709103358,0,39,F,2,College,Single,Less than $40K,Blue,36,6,3,3,9476,0,9476,,1128,27,,0
709104333,0,50,M,5,Post-Graduate,Married,,Silver,36,5,2,4,34516,891,33625,0.926,2687,64,0.778,
709106358,0,40,M,3,Uneducated,Married,$60K - $80K,Blue,21,5,1,0,4716,0,4716,2.175,,,2.5,
709110633,0,41,M,1,Graduate,Single,$80K - $120K,Blue,29,5,1,3,21684,1748,19936,,1329,,0.6,0.081
709112508,1,42,F,3,College,Single,Less than $40K,Blue,36,3,3,4,3802,1300,2502,,2165,36,,0.342
709121283,0,54,M,3,Uneducated,Married,Less than $40K,Blue,36,3,3,2,1556,1278,278,,1615,,0.591,0.821
709123908,0,43,F,2,Graduate,Married,$40K - $60K,Blue,36,2,3,2,4287,0,4287,0.807,4874,82,,
709124883,0,49,M,3,College,Married,$80K - $120K,Blue,37,5,1,2,2149,1796,353,0.628,5228,93,0.661,0.836
709126833,0,42,M,3,College,Unknown,,Blue,36,3,2,1,21670,2183,19487,0.995,4121,81,,0.101
709127808,0,48,M,3,Post-Graduate,Divorced,,Blue,35,5,2,1,6243,1331,4912,,3502,,,
709131033,0,65,F,0,Graduate,Unknown,Unknown,Blue,36,3,3,4,2025,1701,324,,,,0.578,0.84
709137558,0,52,M,0,Uneducated,Unknown,$80K - $120K,Blue,36,6,4,4,5395,,3311,0.798,4689,69,0.725,0.386
709140858,0,57,F,2,College,Single,Less than $40K,Blue,47,1,3,1,1727,,731,0.767,5112,82,0.673,0.577
709143183,1,52,F,2,Doctorate,Married,$40K - $60K,Blue,43,3,2,4,1822,1605,217,0.756,2538,39,0.696,0.881
709145958,1,43,F,3,Unknown,Married,Less than $40K,Blue,36,2,2,2,2440,1002,1438,0.061,1533,42,0.105,0.411
709149408,0,36,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,4,5605,1322,4283,1.204,2338,41,0.952,0.236
709153008,0,37,M,3,High School,Married,,Blue,36,3,3,3,2523,2481,42,0.744,4683,76,,
709157133,0,39,M,1,Unknown,Divorced,,Blue,34,6,1,3,3766,1049,2717,,,,0.645,0.279
709158333,0,44,M,4,Graduate,Single,$60K - $80K,Blue,28,2,2,1,2758,461,2297,,4244,96,0.778,0.167
709159308,0,42,F,4,High School,Single,Less than $40K,Blue,30,3,1,3,6172,1212,4960,0.723,16622,99,0.65,0.196
709161108,1,44,M,1,Unknown,Single,$60K - $80K,Blue,33,3,2,4,2540,,2540,0.212,1531,31,0.107,
709163358,1,41,M,5,Unknown,Single,$60K - $80K,Gold,32,2,3,4,34516,2517,31999,,1727,,0.458,
709164408,1,32,M,1,Uneducated,Married,Less than $40K,Blue,23,1,3,3,2218,1696,522,,730,20,0.429,
709166883,0,39,F,3,Uneducated,Single,Unknown,Blue,27,6,2,1,5363,0,5363,,4121,78,,0
709169133,0,35,,1,High School,Married,Unknown,Blue,23,3,3,1,1438.3,0,1438.3,0.751,3995,,0.608,
709170108,1,60,,1,Unknown,Single,$40K - $60K,Blue,41,3,2,4,2425,,2425,,1522,36,0.2,0
709171308,0,30,M,1,High School,Married,$60K - $80K,Blue,16,1,3,3,15795,,14053,,,,0.846,
709173108,1,54,F,4,Graduate,Married,Unknown,Blue,40,6,2,2,2532,2221,311,0.491,799,21,0.235,
709175208,0,50,F,4,Uneducated,Single,,Blue,43,4,3,2,2835,2292,543,,4686,79,0.756,0.808
709176108,0,56,F,4,Post-Graduate,Unknown,Less than $40K,Blue,49,5,3,3,4604,621,3983,,4586,79,0.646,
709178733,1,50,,2,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,3,5527,,4407,0.442,2281,,,0.203
709179708,0,40,M,2,Graduate,Divorced,,Blue,36,3,1,2,3099,0,3099,,,75,0.667,0
709183683,0,31,F,0,Uneducated,Single,,Blue,36,4,2,0,5391,0,5391,1.075,1971,,,
709185108,0,38,M,3,High School,Married,,Blue,26,5,4,2,5824,1542,4282,,1801,44,,0.265
709186983,0,49,M,4,Uneducated,Married,$80K - $120K,Blue,40,3,1,1,8714,,6462,0.831,1536,,0.652,0.258
709192233,1,50,F,2,Unknown,Married,,Blue,39,3,2,1,1773,0,1773,0.228,1764,,,
709200633,0,55,F,1,Graduate,Single,Unknown,Blue,49,1,4,3,2721,0,2721,0.508,5443,73,,0
709204158,0,36,F,2,Post-Graduate,Single,Less than $40K,Blue,24,5,2,4,3438,1129,2309,0.605,2331,56,0.436,0.328
709206333,1,44,F,4,Graduate,Single,$40K - $60K,Blue,30,3,4,4,4333,0,4333,0.463,1558,40,0.538,
709207458,0,44,M,3,Graduate,Married,$40K - $60K,Blue,27,4,2,3,10747,1603,9144,,1340,25,0.923,0.149
709208808,0,50,F,1,Uneducated,Married,Less than $40K,Blue,36,5,2,1,2178,1731,447,,,,0.69,0.795
709210833,0,48,F,2,Doctorate,Married,$40K - $60K,Blue,36,1,2,2,9074,1648,7426,0.727,14084,110,,0.182
709213458,1,42,M,3,High School,Married,$80K - $120K,Blue,36,1,3,2,22993,0,22993,1.004,7867,75,0.786,0
709214358,0,39,,3,Graduate,Divorced,Unknown,Blue,30,3,3,2,2420,1422,998,,1362,24,0.714,
709215708,0,49,M,2,Post-Graduate,Unknown,$60K - $80K,Blue,36,4,2,5,18253,2517,15736,0.91,3737,,,
709216533,0,52,M,2,College,Married,$80K - $120K,Blue,36,6,3,4,2803,778,2025,0.55,3142,64,0.561,0.278
709217358,0,40,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,5,3,2,20371,1832,18539,,1665,,0.8,0.09
709219533,0,53,,3,High School,Married,$60K - $80K,Blue,41,3,1,0,2480,1351,1129,0.522,,,0.565,0.545
709220583,0,34,M,3,Graduate,Divorced,$80K - $120K,Blue,21,6,4,2,4670,0,4670,0.883,2256,56,0.6,0
709224033,1,53,M,4,Uneducated,Single,$60K - $80K,Blue,43,1,3,2,13720,0,13720,0.671,1830,,0.241,0
709227033,0,53,M,3,Graduate,Single,$80K - $120K,Blue,46,5,2,3,9065,1548,7517,,4030,73,0.78,0.171
709231683,0,36,F,2,Graduate,Unknown,$40K - $60K,Blue,23,6,2,3,2024,901,1123,0.659,4861,,,0.445
709236633,0,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,28,3,1,3,6608,,4338,0.75,4033,58,0.657,
709238358,0,51,F,0,Uneducated,Married,Unknown,Blue,39,1,3,2,19387,810,18577,,7604,87,0.642,0.042
